# host: server3  Linux x86_64   AMD EPYC Processor (with IBPB)
# columns: label arm block width_or_tier postings M/s GBin/s GBout/s
server3	cref	128	w10	327155712	464.7	0.581	1.859
server3	cref	128	w12	276824064	392.8	0.589	1.571
server3	cref	128	w16	268435456	379.1	0.758	1.516
server3	cref	128	w20	226492416	323.0	0.807	1.292
server3	cref	128	w24	209715200	296.3	0.889	1.185
server3	cref	128	w28	209715200	294.1	1.029	1.176
server3	cref	128	w32	184549376	262.2	1.049	1.049
server3	cref	256	w1	503316480	714.2	0.089	2.857
server3	cref	256	w2	578813952	826.4	0.207	3.306
server3	cref	256	w3	402653184	566.2	0.212	2.265
server3	cref	256	w4	427819008	609.1	0.305	2.437
server3	cref	256	w5	402653184	570.4	0.356	2.282
server3	cref	256	w6	411041792	584.3	0.438	2.337
server3	cref	256	w7	377487360	504.9	0.442	2.020
server3	cref	256	w8	394264576	554.8	0.555	2.219
server3	cref	256	w10	335544320	473.6	0.592	1.894
server3	cref	256	w12	327155712	466.5	0.700	1.866
server3	cref	256	w16	301989888	430.3	0.861	1.721
server3	cref	256	w20	251658240	347.1	0.868	1.388
server3	cref	256	w24	218103808	305.1	0.915	1.220
server3	cref	256	w28	201326592	278.6	0.975	1.114
server3	cref	256	w32	159383552	217.7	0.871	0.871
